"","ID","linear.f0","linear.f0.se","linear.f0.p","linear.C0","linear.AIC","linear.AICc","linear.RSE","linear.r","linear.diagnostics"
"155","2021-03-24_BU02_D1",120.413329243016,13.6662506688736,7.12311095752687e-17,1.50750757616274,-752.754586531472,-752.681638203204,0.0776768795132095,0.435871109824631,""
"156","2021-03-24_BU02_E1",29.2744395000372,4.47048610137505,2.39351925301463e-10,1.52536444036285,-1462.69301657085,-1462.61559721601,0.0234138680241662,0.34761002897889,""
"157","2021-03-24_BU02_F1",23.9881474626211,0.169761343361171,1.82031412475942e-292,1.52687525001256,-3595.01625129674,-3594.9414849416,0.000953017677040688,0.992008536275467,""
"158","2021-03-24_BU02_R1",-15.807860525035,0.380918021522205,2.85255484530745e-131,1.56334864347785,-3431.27301207862,-3431.19801207862,0.00120620500363136,-0.917867655832242,""
"159","2021-03-24_BU02_R2",-23.0492289813508,1.73547539376832,9.51386075143502e-33,1.54654161290361,-2527.18998840483,-2527.11940016954,0.00610904227330434,-0.583323277216338,""
"160","2021-03-24_BU02_R3",-37.4836569447535,3.72229344614866,4.49344707455606e-21,1.5469609190434,-2083.38169008787,-2083.31151464927,0.0118505893696585,-0.47714834788461,""
"161","2021-03-24_BU02_R4",53.9937215141275,16.86937286627,0.00150507202411483,1.51130024609915,-1055.74726237174,-1055.67364273984,0.048576909047722,0.174031949403044,""
"162","2021-03-24_BU02_R5",-27.0005549843254,2.69845896980982,9.75126611058355e-21,1.52381529236284,-2250.11467966071,-2250.04083350687,0.00787048606236981,-0.484153136672429,""
"163","2021-03-24_BU02_R6",-16.5848100655006,0.171359742787701,2.95894480502972e-217,1.51578516493763,-3546.88132894794,-3546.79499801269,0.000446168096163569,-0.985380951575237,""
"164","2021-03-24_CO01_A1",6.39058167478286,0.961365020616574,1.17584314280774e-10,1.51942802650866,-2600.82100731553,-2600.75062608386,0.0055495801199457,0.337824498219608,""
"165","2021-03-24_CO01_B1",21.9195867108415,2.48251320091822,6.03136323692648e-17,1.52422635894553,-1906.40740445475,-1906.33511529813,0.0140969361212067,0.435023127803398,""
"166","2021-03-24_CO01_C1",23.0017894842315,4.95074424594176,4.94842299959011e-06,1.50752831972867,-1407.54674355296,-1407.47127185485,0.0270309812287077,0.25138582353219,""
"167","2021-03-24_CO01_D1",2713.21789934853,1199.32848774557,0.0243546032620448,0.675415293469523,2109.58682945692,2109.66277882401,6.49511719817531,0.125853704966317,""
"168","2021-03-24_CO01_E1",10.0342622457899,0.0963738704996946,1.04644913565859e-262,1.51899289237928,-4210.1124834133,-4210.04251256782,0.000558007371284095,0.984457567514374,""
"169","2021-03-24_CO01_R1",-0.794715851028009,0.233585774345869,0.000748779674585699,1.5138202314205,-3576.27233555243,-3576.20069376139,0.00123144443615701,-0.182228878163469,""
"170","2021-03-24_CO01_R2",3850315.28317031,2205075.62469034,0.08175665254672,-1362.30973507014,6929.08024067515,6929.15619004224,12106.6376749869,0.0974512019497884,""
"171","2021-03-24_CO01_R3",-2.59851258543011,0.40063107185988,3.16339628841544e-10,1.5157649645509,-3475.57326050831,-3475.50118843624,0.00138576728532256,-0.334018007713466,""
"172","2021-03-24_CO01_R4",-8.8180658643021,1.07747255614855,5.74874987688216e-15,1.51490649440667,-2766.13953701509,-2766.06768072766,0.00401881057449036,-0.407686453224784,""
"173","2021-03-24_CO01_R5",119.306003238639,22.0628167428964,1.24497514193791e-07,1.4944468129046,-820.834402701752,-820.759636346612,0.0680232969085252,0.288125006529783,""
"174","2021-03-25_AL04_A1",8.29216424917913,0.135570017496933,2.8774984984225e-178,1.50845988393152,-3696.16410512975,-3696.08839535057,0.000759823583437171,0.959912514418793,""
"175","2021-03-25_AL04_B1",-30.6118565137011,15.1600614474992,0.0443306951843718,1.51499450699159,-682.229702367583,-682.151013842993,0.0797122452151977,-0.114486562539571,""
"176","2021-03-25_AL04_C1",15.4621902189494,0.216483605996793,3.50959879595015e-203,1.4846120292915,-3512.16111460635,-3512.08816627808,0.00123282046705356,0.969056052560724,""
"177","2021-03-25_AL04_D1",17.5845538415228,4.89128775659348,0.000372884655740573,1.48907416730192,-1465.88472816296,-1465.81287187554,0.0275069813879746,0.192460833024515,""
"178","2021-03-25_AL04_E1",78.4818149913857,12.8160505038426,2.53081714075926e-09,1.46764458654831,-803.591343390164,-803.520126772954,0.0740450616811605,0.315596674226985,""
"179","2021-03-25_AL04_R1",-24.308928186086,0.386868548679939,3.67727017589487e-183,1.50563250941717,-3388.30811577238,-3388.23334941724,0.00130982126572593,-0.961445853999268,""
"180","2021-03-25_AL04_R2",-13.1353534130062,0.817679362448006,6.23560010942628e-43,1.49518270300258,-2959.95008347227,-2959.87413410518,0.00235762450600604,-0.669307345979597,""
"181","2021-03-25_AL04_R3",86.5804512093556,14.217714967287,3.17393644296949e-09,1.47520039446595,-1105.75069207937,-1105.67684592553,0.044802987311838,0.319146124469314,""
"182","2021-03-25_AL04_R5",-1.41361609244481,7.29226060253893,0.84641666442118,1.47737443443579,-1484.0111235651,-1483.93469044408,0.0233170894588156,-0.0109043538781232,""
"183","2021-03-25_AL04_R6",122.341151670781,18.5986526235568,1.84218971846217e-10,1.4624883087462,-829.630615370575,-829.558326213948,0.0699866066191949,0.338661023709872,""
"184","2021-03-25_AL06_A1",11.5552724374698,1.57222967683205,1.52433567079893e-12,1.53031788547549,-2217.6889751279,-2217.61711884048,0.00904582550474096,0.372153899265026,""
"185","2021-03-25_AL06_B1",1192.34228653324,449.127260998084,0.00832993920420822,1.11943067615994,1498.46501112827,1498.54001112827,2.42867100808061,0.146353102252276,""
"186","2021-03-25_AL06_C1",66.4849030459516,3.27538885410813,2.08860621804578e-60,1.52197898106191,-1728.82023814177,-1728.74859635073,0.0187847133543993,0.741673740099012,""
"187","2021-03-25_AL06_D1",30.5606697443978,1.90397101548969,2.09624795812125e-43,1.52982675153982,-2087.06632619157,-2086.99425411949,0.0108737680950038,0.659339115965478,""
"188","2021-03-25_AL06_E1",19.009742463426,1.90350322180604,1.09444185477542e-20,1.51672242390149,-2054.48398904073,-2054.41059454532,0.0107977035738725,0.482312393708729,""
"189","2021-03-25_AL06_F1",47.5385786146422,5.07410818062712,1.5952516786358e-18,1.50531509301863,-1369.31774080294,-1369.23956490718,0.0266002547720542,0.470342352969107,""
"190","2021-03-25_AL06_R1",-5.13721447939997,0.761428054584188,6.57320484992746e-11,1.51343193269624,-3100.26436424642,-3100.19293567499,0.00251866947774142,-0.344512582995524,""
"191","2021-03-25_AL06_R2",50.7886226572576,15.932476732439,0.00157374456167467,1.50702600489846,-1100.10410985092,-1100.02957568942,0.0444966979244629,0.174383266237687,""
"192","2021-03-25_AL06_R3",-25.0849232662876,0.26223556286525,3.53627248015437e-242,1.51591606780725,-3745.9078111971,-3745.83441670169,0.00083888017636578,-0.982493429673925,""
"193","2021-03-25_AL06_R4",-59.4190958376821,0.361025561443884,1.58101006669199e-322,1.53116917449019,-3626.52615291151,-3626.45408083944,0.00110770273999916,-0.993873209039308,""
"194","2021-03-25_AL06_R5",10.4428563265279,15.8934702767479,0.511606039824642,1.50910935793126,-1041.97556521637,-1041.90217072096,0.0498392286400852,0.0362007745461925,""
"195","2021-03-25_AL06_R6",93.3180252358884,21.7285902044546,2.32646699491789e-05,1.48440063794491,-880.488282310118,-880.41233294303,0.0607528266997194,0.234140878749789,""
"196","2021-03-25_AL07_A1",33.4701610760451,0.24990379373718,4.61191135793252e-287,1.57179601252362,-3369.34296266717,-3369.2688885931,0.0014141589562458,0.991035071479578,""
"197","2021-03-25_AL07_B1",7.8850217281958,1.576656712548,9.27871198264988e-07,1.55626061002119,-2184.47165548114,-2184.39848474943,0.0089614747618689,0.265426835742013,""
"198","2021-03-25_AL07_C1",34.9802088929607,0.631812187354867,2.90336744906704e-171,1.54625615543369,-2846.55642569836,-2846.48478390732,0.00361273452557083,0.949183068571294,""
"199","2021-03-25_AL07_D1",27.1847035426131,0.794430284745065,9.78441905304603e-111,1.53325198943745,-2643.77081298737,-2643.6978646591,0.0045412120543386,0.882960666192966,""
"200","2021-03-25_AL07_E1",32.6050282688713,0.371263674174424,2.13649705295143e-231,1.5282037345767,-3155.28406747049,-3155.21111914222,0.00210677012678293,0.97920865180965,""
"201","2021-03-25_AL07_F1",21.5386512600838,1.56849464302622,1.99589840956215e-34,1.53150149929412,-2238.93167668954,-2238.86046007233,0.00902563855047383,0.597854796201085,""
"202","2021-03-25_AL07_R1",-2.73102647821334,0.245072235397246,1.2418650446847e-24,1.563233245442,-3443.35528689568,-3443.28075273419,0.00122320132566425,-0.526385488541634,""
"203","2021-03-25_AL07_R2",41.3238922292496,8.09135848052686,5.60996465909646e-07,1.54900744761954,-1267.20809669483,-1267.13309669483,0.0340246554186494,0.273740020538681,""
"204","2021-03-25_AL07_R3",-17.7720339421057,0.151219915404411,3.60705937105847e-273,1.53687011647665,-3967.78599089472,-3967.71348334185,0.000644543412594572,-0.988158943397838,""
"205","2021-03-25_AL07_R4",-15.561690483423,0.138273617500544,6.8944958670679e-266,1.53413695397088,-3874.64368635165,-3874.57073802338,0.000715364183241713,-0.987184036683219,""
"206","2021-03-25_AL07_R5",-9.64711684740751,0.126381567560198,1.82020647611825e-210,1.52584001311582,-3932.88964700355,-3932.8158008497,0.000610004501083087,-0.973068245668865,""
"207","2021-03-25_AL07_R6",-14.4288283742685,2.03816019113742,8.84852204661536e-12,1.5233432591212,-2128.43638070261,-2128.36276107071,0.00956262004308965,-0.364065580660134,""
"208","2021-05-03_AL01_A1",10.2579084299543,0.208753365720861,3.41730205085575e-155,1.49305965305674,-3583.4575766274,-3583.38550455533,0.00118079534420926,0.937104819853647,""
"209","2021-05-03_AL01_B1",-9.41720964410498,4.21143783307729,0.0260297155417432,1.50289011880367,-1515.97120173261,-1515.89620173261,0.0231777262152266,-0.123656760106838,""
"210","2021-05-03_AL01_C1",6.05648816642841,0.348155730915098,2.98187875388194e-48,1.49322448524371,-3127.2872994163,-3127.2122994163,0.0019282113747681,0.696049463307863,""
"211","2021-05-03_AL01_D1",2.89169283511502,6.5689359444323,0.660082396685835,1.4953420768651,-1226.51221338288,-1226.43721338288,0.036230007439536,0.0245244092249394,""
"212","2021-05-03_AL01_E1",-12.4479065666164,4.46467416535773,0.00562528702082558,1.50933585500145,-1469.47382679864,-1469.39690372172,0.0235089423470697,-0.155428786263166,""
"213","2021-05-03_AL01_R1",-5.99355427776592,0.30712194401202,5.47303388535603e-57,1.4935565321355,-3522.9802108376,-3522.90726250933,0.00121295522629803,-0.731444133629597,""
"214","2021-05-03_AL01_R2",-11.0131792150945,0.246508952297251,7.06102255000976e-144,1.49383808445428,-3798.80234435478,-3798.73091578336,0.000901648108739075,-0.924761637394021,""
"215","2021-05-03_AL01_R3",-0.279353830441236,0.206499329344383,0.177060415463166,1.49348922949594,-3766.16939997644,-3766.09486581495,0.00074554319090465,-0.0749446079954693,""
"216","2021-05-03_AL01_R4",-29.9530650966548,0.511292046384874,1.85619347636601e-175,1.49115025496957,-3220.73615674351,-3220.66231058967,0.00180040419803249,-0.955514659546051,""
"217","2021-05-03_AL01_R5",-5.63768955691009,0.178848794663697,7.75050508749024e-102,1.49341267410557,-3910.37723015875,-3910.30450288602,0.000690029859906245,-0.865768708450581,""
"218","2021-05-03_AL02_A1",252.226168716318,1.66612079452385,9.35107065792552e-315,1.47744649894843,-2218.82210163419,-2218.75130517401,0.00947408166665666,0.992642279941804,""
"219","2021-05-03_AL02_B1",431.462827578542,2.58186325958837,0,1.51744758351382,-1917.75281332309,-1917.68201686292,0.0146939572540602,0.99395008943833,""
"220","2021-05-03_AL02_C1",370.339548765635,7.42491431664513,4.18956763050205e-157,1.52302617732497,-1177.39161071759,-1177.31953864551,0.0419307329728544,0.938788554109563,""
"221","2021-05-03_AL02_D1",404.997331852449,0.741056057512928,0,1.48298379339556,-2680.40806124066,-2680.33444160875,0.00414350075910862,0.999451364218464,""
"222","2021-05-03_AL02_E1",140.953370661393,0.531700179335891,0,1.4871641047378,-2945.14963762755,-2945.07734847093,0.00300479728540138,0.997632148284413,""
"223","2021-05-03_AL02_F1",123.764629311311,1.06083047091064,1.549662235494e-271,1.4828983760573,-2492.18371669337,-2492.11098942064,0.00576626048791743,0.988022956139144,""
"224","2021-05-03_AL02_R1",-6.17535054159353,0.462223774390003,4.564350449985e-33,1.51677634756454,-3471.9972318436,-3471.92685061193,0.00157011369256703,-0.585039952113704,""
"225","2021-05-03_AL02_R2",-20.6584948620035,0.464625857570839,1.96155529760902e-144,1.5170021908869,-3449.36611486886,-3449.29573363719,0.00162246525135978,-0.923119987422974,""
"226","2021-05-03_AL02_R3",-41.8428917638289,0.352834330759568,1.17404157816283e-275,1.50463218180102,-3691.50902782239,-3691.43695575031,0.00100589179488437,-0.988298599369795,""
"227","2021-05-03_AL02_R4",-20.5490291788068,0.336686676717982,5.43261399577583e-178,1.50032051462973,-3441.78103603569,-3441.70532625651,0.0011292642454194,-0.95974916230803,""
"228","2021-05-03_AL02_R5",-32.8673864140983,0.204837476754629,0,1.49498264144432,-4120.8998296259,-4120.83046546405,0.000667718165740322,-0.993309445036372,""
"229","2021-05-03_AL02_R6",-13.7784904162486,0.146372158107872,3.95990739948933e-250,1.49428521581271,-4276.11174649813,-4276.042582233,0.000544329571092931,-0.980870382516136,""
"230","2021-05-03_CO01_A1",13.1926747792622,0.239264013884473,5.95026002239345e-168,1.52221779272347,-3427.20530977109,-3427.13169013919,0.00133646763743583,0.950063360186914,""
"231","2021-05-03_CO01_B1",22.9140106043912,0.226237387397188,1.93461380734601e-248,1.52020594171475,-3444.761481357,-3444.68740728292,0.00126057469367671,0.984479319738977,""
"232","2021-05-03_CO01_C1",174.242925196242,15.223025743407,9.24343446350349e-26,1.4500270711864,-695.626341576526,-695.552947081113,0.0840984836137603,0.533666547670488,""
"233","2021-05-03_CO01_D1",8.60700661774515,3.08451139754693,0.00556407311882966,1.52389932640447,-1775.64979062023,-1775.57814882918,0.0175310445438292,0.150276389672546,""
"234","2021-05-03_CO01_E1",48.5117269770576,0.174587203417644,0,1.52499024375416,-3128.58719751527,-3128.49628842436,0.000700789052101362,0.998281844030953,""
"235","2021-05-03_CO01_R1",4.15962383277905,0.342488107926633,3.5834743935025e-28,1.5195118196268,-3425.19258874541,-3425.1171170473,0.00117820632476851,0.561712118874621,""
"236","2021-05-03_CO01_R2",184.65265971556,25.2502471951746,2.00609082223402e-12,1.41233110697984,-574.062862125413,-573.989467630001,0.101050376495491,0.373926611742483,""
"237","2021-05-03_CO01_R3",48.7439401504203,23.086330367389,0.0355223632120375,1.49314574541931,-801.578704535227,-801.502514059036,0.0684541424431507,0.117761591476799,""
"238","2021-05-03_CO01_R4",-17.56072039001,0.249831703087486,7.96742923354041e-200,1.51375328130007,-3735.07312683396,-3734.99950720206,0.000838252134217701,-0.9683727063304,""
"239","2021-05-03_CO01_R5",62.2698185914001,15.4106238256521,6.68361550661915e-05,1.50436602257248,-1047.97570986113,-1047.90000008195,0.0470041099095361,0.220659645213725,""
"240","2021-05-03_JO01_A1",4.25851582368483,0.187403078455994,1.84224314242421e-70,1.51068029864573,-3746.43404127821,-3746.36386583962,0.00107156774610937,0.774708443132516,""
"241","2021-05-03_JO01_B1",2.73168074536241,0.184110088863376,1.11624301017887e-38,1.50964881851599,-3688.18942822847,-3688.11778643743,0.00104406146317782,0.628592288470876,""
"242","2021-05-03_JO01_D1",8.52901132537516,0.129380626805313,3.69468871747007e-193,1.50829161932557,-3883.96168821582,-3883.88918066295,0.000730444372355183,0.963756324110019,""
"243","2021-05-03_JO01_E1",3.00867181319536,0.106932868373432,8.58619550992428e-90,1.50813225535285,-3990.80520090695,-3990.73225257868,0.000600867876955334,0.839737467576343,""
"244","2021-05-03_JO01_F1",5.86198447236233,0.0964769296792162,3.63973877282509e-179,1.5092791877776,-3982.73677306327,-3982.66223890177,0.000534832984863533,0.958811457433633,""
"245","2021-05-03_JO01_R1",-11.6470079132729,0.428427810171453,3.10531393418347e-86,1.51513161879894,-3476.3554411738,-3476.28227044209,0.00128059741103388,-0.831453262570905,""
"246","2021-05-03_JO01_R2",-14.5250297705996,0.290561703311874,3.30796036663231e-158,1.51086456433957,-3789.36538293217,-3789.29395436074,0.000914248306820724,-0.938540304570162,""
"247","2021-05-03_JO01_R3",-3.73263334474055,0.237825856085146,5.01716011718117e-42,1.51118071501963,-3931.18678003645,-3931.11492374902,0.000717159731726124,-0.650388257792918,""
"248","2021-05-03_JO01_R4",-7.90421168131105,0.152433089778368,4.22833487504023e-160,1.50884002627836,-3991.85728922846,-3991.78366959656,0.000568074185611614,-0.944073911574856,""
"249","2021-05-03_JO01_R5",-2.26013974011957,0.277877805496571,8.75805078299771e-15,1.50980102818519,-3531.27665258726,-3531.20280643341,0.00112306903976447,-0.410203643629705,""
"250","2021-05-03_JO01_R6",-18.7784949421639,0.213148117668201,2.05555145997147e-228,1.51019540396117,-3837.54761047441,-3837.47307631292,0.000668233247196531,-0.979759873136414,""
"251","2021-05-03_RO01_A1",-0.0833364671546341,0.198996611053678,0.675647735929251,1.52368919141414,-3556.77407874905,-3556.70068425363,0.00111629269633029,-0.0230821220367521,""
"252","2021-05-03_RO01_B1",-1.93291138371708,0.180849655969935,4.76059726480392e-23,1.52038247694511,-3587.38407689548,-3587.30977348991,0.00099741651742179,-0.509972990218985,""
"253","2021-05-03_RO01_C1",0.125901640925777,0.421849319860053,0.76555154541999,1.51822361628526,-2995.33904684591,-2995.26381173619,0.00233004287708741,0.0166556380251857,""
"254","2021-05-03_RO01_D1",-0.49673331515231,0.108926520621752,7.26212602131474e-06,1.5166524378368,-3889.9797848773,-3889.90501852216,0.000605372154703242,-0.24594571602328,""
"255","2021-05-03_RO01_E1",0.117566798954175,0.149374401522621,0.431816089121055,1.51587860273544,-3727.65107962012,-3727.57723346628,0.000833287776382696,0.0434834172372714,""
"256","2021-05-03_RO01_F1",-30.5181720942783,7.61966140286869,7.72045826040907e-05,1.53434730631101,-1129.11586703527,-1129.03991766818,0.0411956640800442,-0.219140483274384,""
"257","2021-05-03_RO01_R1",-15.0656023438655,0.488319148199072,7.44607337730092e-99,1.52673365204568,-3304.18539007851,-3304.11154392467,0.00158595801577508,-0.862728344386584,""
"258","2021-05-03_RO01_R2",100.938771663543,30.071384071869,0.000884640288772279,1.47741593779718,-605.839052392899,-605.76310302581,0.0933124027330554,0.184982429549589,""
"259","2021-05-03_RO01_R3",-14.6208042667806,0.351592208541175,2.71200232073014e-131,1.51944634050186,-3570.18911742851,-3570.11388231879,0.000956978723011842,-0.918387516347061,""
"260","2021-05-03_RO01_R4",-10.1978282015248,2.1370094929575,2.77096819255763e-06,1.51742238844664,-2374.49851507114,-2374.42351507114,0.00616139930312742,-0.257001230533719,""
"261","2021-05-03_RO01_R5",-20.3998180059449,7.10260914480911,0.00435065172602506,1.5138110278568,-1574.41435086205,-1574.33840149497,0.0205436959829903,-0.159013349893592,""
"262","2021-05-03_RO01_R6",-14.3373987579419,0.267485857212227,3.61558466490655e-141,1.51009624956108,-3107.88902766443,-3107.79453947545,0.000581606694543538,-0.958219870853858,""
"263","2021-05-04_AL03_A1",473.836405304923,2.59978185575087,0,1.47703205439863,-1905.61195199738,-1905.54094608022,0.0148350850934367,0.994921357860041,""
"264","2021-05-04_AL03_B1",18.9733869157312,0.220535262735771,3.0342584848985e-234,1.5201584158631,-3626.88018372531,-3626.80980249363,0.00125442836928771,0.977605165170896,""
"265","2021-05-04_AL03_C1",-195814844.43724,112181540.037988,0.0818312084865486,137326.773092227,9740.46062853679,9740.53424816869,617407.019441781,-0.0959355338200929,""
"266","2021-05-04_AL03_D1",29.1905530348057,0.764158876335203,1.83310040709406e-120,1.51333044616559,-2604.80798215781,-2604.73154903679,0.00400253269007949,0.906638147667828,""
"267","2021-05-04_AL03_E1",285.439510592996,2.0595158008109,3.1699600187021e-301,1.46490884625193,-2063.39578891872,-2063.32478300156,0.0117789832807504,0.991265623830233,""
"268","2021-05-04_AL03_F1",62.0071794576611,0.344021336073298,0,1.48339377481748,-3262.39010124646,-3262.31845945541,0.00195646831278854,0.994853359083141,""
"269","2021-05-04_AL03_R1",-32.9808792502813,0.409021077789606,1.34395426205467e-224,1.52077832565785,-3568.08030065852,-3568.00971242322,0.00134561081565658,-0.974693646739723,""
"270","2021-05-04_AL03_R2",-30.9485465731655,0.392538335505406,2.23279840970349e-214,1.50855275940617,-3382.84214722068,-3382.7680731466,0.00138535573070919,-0.974765986473549,""
"271","2021-05-04_AL03_R3",-46.5070754193468,0.688519141682608,1.78560537346799e-202,1.49902948360565,-3286.76822778061,-3286.69906351548,0.00222803685881657,-0.963816764916915,""
"272","2021-05-04_AL03_R4",-34.5207723376036,0.268686386984694,7.0393124644644e-291,1.4995610220546,-3836.29154464925,-3836.22074818907,0.00089649070699779,-0.989828408741326,""
"273","2021-05-04_AL03_R5",-27.8231811010354,0.369604219789134,5.05579182485102e-209,1.49352751479373,-3341.92686816102,-3341.85324852912,0.00152080500300366,-0.972258264739414,""
"274","2021-05-04_AL03_R6",-15.1801067815861,0.263865170337582,4.14965258047614e-173,1.48983501566628,-3707.1639090768,-3707.09006292295,0.000859640750413688,-0.953982563121299,""
"275","2021-05-04_AL04_A1",10.3669018255616,0.675871011863103,9.45323426622674e-41,1.4852291650307,-2836.06114344317,-2835.99034698299,0.0038527780421293,0.638956641620422,""
"276","2021-05-04_AL04_B1",11.7721134587374,0.50323161330481,4.05201643904488e-72,1.46581505803842,-2959.10012132867,-2959.0271730004,0.00282844338248444,0.789371437970247,""
"277","2021-05-04_AL04_C1",17.5185828883144,0.284801093411064,5.63512082119535e-186,1.47458416779161,-3412.7409873822,-3412.66977076499,0.00161436426253648,0.958004163134805,""
"278","2021-05-04_AL04_D1",10.314031190987,0.431907506037581,2.94839062453971e-63,1.46866975696093,-2126.17677646375,-2126.06768555466,0.00208335154995299,0.848404446169977,""
"279","2021-05-04_AL04_E1",4.45420699478058,1.80070215091879,0.0140606658412475,1.46829653418624,-1629.0211099731,-1628.92152491086,0.00863770872624506,0.156720343196146,""
"280","2021-05-04_AL04_R1",-12.9756556317111,0.904280273923933,7.01211831230747e-37,1.47349949097305,-2984.80819792011,-2984.73760968482,0.00314127028380727,-0.613022373054092,""
"281","2021-05-04_AL04_R2",-6.31479058753192,0.664044601892309,3.61092403045782e-19,1.47528166961941,-3364.44139929612,-3364.37039337896,0.00175804676489341,-0.458362725927511,""
"282","2021-05-04_AL04_R3",0.79756584382364,0.339116435276146,0.0192430228908944,1.47361863354356,-3709.98283357936,-3709.91245234768,0.00111209026178463,0.125978592032428,""
"283","2021-05-04_AL04_R4",86.6905931410128,9.43967212119588,6.77474771612356e-17,1.41262828223939,-894.082717637243,-893.956401847769,0.0239076220098705,0.552450940408471,""
"284","2021-05-04_AL04_R5",4.10117540470899,0.298935631223323,1.75388864984868e-32,1.46844038890642,-2816.48325832733,-2816.38877013835,0.00102304044389834,0.650927394265128,""
"285","2021-05-04_ME01_A1",3.523942181745,0.214529294784347,5.11506309840253e-45,1.52247779564112,-3604.36377374472,-3604.29255712751,0.00121892510167193,0.665725899906805,""
"286","2021-05-04_ME01_B1",2.08974003949925,0.208063078542926,6.91620818826031e-21,1.52075632048137,-3537.37839569411,-3537.30522496241,0.0011681539199212,0.483860661642997,""
"287","2021-05-04_ME01_C1",101.771638089219,17.601634761013,1.77786638892235e-08,1.44649465851464,-587.766789290322,-587.690111974028,0.0951486719481056,0.309752952606472,""
"288","2021-05-04_ME01_D1",0.108903722303558,0.321545790707368,0.735060127365575,1.51791306091868,-3248.35868095281,-3248.2855102211,0.00180524318494118,0.0186409249152968,""
"289","2021-05-04_ME01_E1",-55.3922660053309,7.80480981492347,7.99321206147614e-12,1.55279030072658,-1124.78346692222,-1124.70939284814,0.0432985684968833,-0.365829898185427,""
"290","2021-05-04_ME01_F1",-1.97188479612617,3.27836206401682,0.547953940870927,1.51270763290476,-1654.83376366327,-1654.75634430843,0.0172424073640103,-0.0340326428133918,""
"291","2021-05-04_ME01_R1",-23.7006854203787,0.653453281049171,4.23379382754347e-120,1.5254863557484,-3231.74407349451,-3231.67450827712,0.00234688400367221,-0.889538592742236,""
"292","2021-05-04_ME01_R2",-1688.47375522873,848.302975071129,0.0473801403898438,2.25335277611352,1613.10544196123,1613.17951603531,2.81222345884506,-0.109575012237144,""
"293","2021-05-04_ME01_R3",-25.2970256794678,0.346556707226461,3.21091088914143e-203,1.51380544128641,-3565.09763214567,-3565.02309798418,0.00101485939010318,-0.970916271100467,""
"294","2021-05-04_ME01_R4",-0.779788943390617,1.291259519039,0.546328940491018,1.5085563079928,-2753.02161666129,-2752.94799702939,0.00371181318371882,-0.0333261626918377,""
"295","2021-05-04_ME01_R5",-6.3114744602354,4.97838776499278,0.205791523314162,1.5122445742527,-1763.39557125281,-1763.32080489767,0.0159547428538081,-0.0703660218530724,""
"296","2021-05-04_ME01_R6",-180.413011928046,21.8909106356013,4.42806038569434e-15,1.56280574678451,-1020.03436058789,-1019.95888888978,0.0493388085884815,-0.418438883453664,""
"297","2021-05-04_VI01_A1",-1.1387095746268,0.182231297492341,1.21278905470514e-09,1.49074852036272,-3794.18681124927,-3794.11724603188,0.00104843293290693,-0.318031620068579,""
"298","2021-05-04_VI01_B1",3.61230275944045,0.159406789551274,1.00138401785559e-69,1.4882220062571,-3788.47580300743,-3788.40416121639,0.000900507625304839,0.777026588258793,""
"299","2021-05-04_VI01_C1",26.7711364858655,5.5924813968675,2.57200355790772e-06,1.46462875856529,-1347.14938948906,-1347.07531541498,0.0308503202572129,0.256272666040383,""
"300","2021-05-04_VI01_D1",4.28053228248347,1.86855560214855,0.022592328057268,1.47374281670764,-2114.92580229792,-2114.8539460105,0.0105309644111373,0.124010018751354,""
"301","2021-05-04_VI01_E1",1.61808618364719,0.0897405285003545,1.12825211295936e-51,1.47521408054913,-4266.12436794467,-4266.05439709918,0.000514740765074802,0.696531904853051,""
"302","2021-05-04_VI01_F1",-3.19846895892854,0.108368705479189,4.12195811059057e-97,1.47441547192755,-4202.49314406455,-4202.42437615624,0.000625389398800668,-0.84427096688128,""
"303","2021-05-04_VI01_R1",-74.9024902429217,8.87267186794762,9.7332589108093e-16,1.51171073856677,-1305.3707565401,-1305.29824898723,0.0342792762570664,-0.419863492333369,""
"304","2021-05-04_VI01_R2",-9.26930729968461,0.184554996539685,1.66549915564265e-155,1.47851980964523,-3814.13441898432,-3814.06034491025,0.000717845596720892,-0.941040141036184,""
"305","2021-05-04_VI01_R3",-14.0699979037816,5.16407322753542,0.00678007097774577,1.47060686434773,-1841.62313455215,-1841.55018622388,0.0151442344072061,-0.14810558774939,""
"306","2021-05-04_VI01_R4",-15.1785820112572,0.180058104392171,3.4475299743602e-233,1.472026496864,-4229.56174717206,-4229.49218195467,0.000561889694197145,-0.976443945458409,""
"307","2021-05-04_VI01_R5",-21.4181248050802,0.199909515483974,1.21187534175002e-269,1.47072945709942,-4204.99922844069,-4204.93026292345,0.00061270773271563,-0.985094495256567,""
"308","2021-05-04_VI01_R6",-39.4223832256084,0.462115500201596,5.67929941366823e-234,1.47330466778062,-3544.00363038216,-3543.93365953667,0.00145707051133841,-0.977107723872339,""
"309","2021-05-05_BR01_A1",110.42084120483,21.2953844607825,3.70669658359598e-07,1.43131861943316,-468.69726410941,-468.626467649233,0.121481527187062,0.270339032576343,""
"310","2021-05-05_BR01_B1",0.23024062069285,0.179137190226685,0.199578651376397,1.50845076144589,-3707.84760747834,-3707.77596568729,0.00101422421071265,0.0698424410752721,""
"311","2021-05-05_BR01_C1",-66.4947858716314,9.1607510776481,3.03564016206175e-12,1.55482160869605,-1008.00201749825,-1007.92582702206,0.0495318826026351,-0.377518935375008,""
